customer_segment_id,segment_name,segment_tier,risk_band,segment_payload_json
a3f04887-4a90-c773-c452-2e1a380189c5,small_business_owner,TIER_4,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""cross_sell"", ""service_level"": ""self_service"", ""review_cycle_days"": 74, ""pricing_profile"": ""standard""}"
c7d31c3e-70a8-ad4d-e119-8973a667c8bb,high_net_worth,TIER_2,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""advisory"", ""review_cycle_days"": 147, ""pricing_profile"": ""preferential""}"
a6c26d89-2abe-3b99-d781-57821b0c3608,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""aum_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 36, ""pricing_profile"": ""preferential""}"
51e5d93f-fbbe-5e56-4859-b8b38b322b35,emerging_affluent,TIER_2,MEDIUM,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 74, ""pricing_profile"": ""preferential""}"
d03acf0e-3084-4f21-d4d0-509d0571d9c4,emerging_affluent,TIER_3,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 169, ""pricing_profile"": ""preferential""}"
346265b4-50d2-83ec-524e-9614e96e8cdb,mass_affluent,TIER_4,VERY_HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""self_service"", ""review_cycle_days"": 43, ""pricing_profile"": ""standard""}"
343c089d-efd1-14c8-7e63-d7a92ccf30ab,mass_affluent,TIER_4,HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""self_service"", ""review_cycle_days"": 164, ""pricing_profile"": ""standard""}"
196277c4-9169-bda5-f997-ef3ddd0b14e0,small_business_owner,TIER_4,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""self_service"", ""review_cycle_days"": 145, ""pricing_profile"": ""standard""}"
969f32d0-8f32-a8dc-039e-18176a71e4d6,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""assisted"", ""review_cycle_days"": 155, ""pricing_profile"": ""preferential""}"
1e15d9b3-0359-2207-02e9-09d6ee50b4fc,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""assisted"", ""review_cycle_days"": 101, ""pricing_profile"": ""preferential""}"
8244477d-c448-c3df-4478-36816f8cc7c1,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 98, ""pricing_profile"": ""preferential""}"
59df59eb-9370-9065-8f28-bff89f08dc7c,high_net_worth,TIER_2,LOW,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""aum_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 43, ""pricing_profile"": ""preferential""}"
63573d3e-196e-1d9c-4e31-9bae7ea366b6,small_business_owner,TIER_2,LOW,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 87, ""pricing_profile"": ""preferential""}"
5edbd2e8-2fb1-3526-93a7-ccce52f23091,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""cross_sell"", ""service_level"": ""assisted"", ""review_cycle_days"": 53, ""pricing_profile"": ""preferential""}"
1b8c1632-bb65-fc57-e27b-717fd2e483a8,mass_affluent,TIER_2,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 105, ""pricing_profile"": ""preferential""}"
2722ce6a-6c3e-982e-1a9d-f0e2fc50260b,small_business_owner,TIER_4,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""cross_sell"", ""service_level"": ""self_service"", ""review_cycle_days"": 131, ""pricing_profile"": ""standard""}"
f55330fa-10e3-eb64-3bf4-2a95cf8ca405,emerging_affluent,TIER_2,MEDIUM,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""aum_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 46, ""pricing_profile"": ""preferential""}"
f9d7f339-0b55-95ae-6e8d-8ca7d782ca5a,high_net_worth,TIER_2,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 87, ""pricing_profile"": ""preferential""}"
57c06a8f-525b-f47c-2c9b-709a0c562674,high_net_worth,TIER_3,HIGH,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""cross_sell"", ""service_level"": ""assisted"", ""review_cycle_days"": 94, ""pricing_profile"": ""preferential""}"
70087915-c4a5-6188-acf6-af6df31447ef,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""cross_sell"", ""service_level"": ""assisted"", ""review_cycle_days"": 131, ""pricing_profile"": ""preferential""}"
42a453da-ba4a-63f0-6f43-b078e80b488a,high_net_worth,TIER_1,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""concierge"", ""review_cycle_days"": 83, ""pricing_profile"": ""relationship_pricing""}"
babdf709-8ce9-a6ba-fa67-1a2fd19e1b3a,private_banking,TIER_1,LOW,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""concierge"", ""review_cycle_days"": 161, ""pricing_profile"": ""relationship_pricing""}"
252e29c0-415a-0cb3-0f02-48a3b2aefeac,small_business_owner,TIER_3,VERY_HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""aum_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 35, ""pricing_profile"": ""preferential""}"
46689f92-63b1-1ca3-db21-defac3e935f8,mass_affluent,TIER_2,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""cross_sell"", ""service_level"": ""advisory"", ""review_cycle_days"": 93, ""pricing_profile"": ""preferential""}"
8272de17-98f6-d13a-fcbd-8a1c2bab4bae,private_banking,TIER_1,LOW,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""concierge"", ""review_cycle_days"": 154, ""pricing_profile"": ""relationship_pricing""}"
67278e71-5c96-21d9-080e-fafb8ac390ff,emerging_affluent,TIER_2,MEDIUM,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 119, ""pricing_profile"": ""preferential""}"
2cd78b31-3fd6-9d02-5e9c-9bd7ab67ea95,high_net_worth,TIER_1,LOW,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""cross_sell"", ""service_level"": ""concierge"", ""review_cycle_days"": 112, ""pricing_profile"": ""relationship_pricing""}"
cede9f51-826d-76fe-6189-4620bfb6292f,high_net_worth,TIER_3,HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""assisted"", ""review_cycle_days"": 89, ""pricing_profile"": ""preferential""}"
65a388ed-fdda-9934-c065-0ba275633267,mass_affluent,TIER_2,LOW,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""cross_sell"", ""service_level"": ""advisory"", ""review_cycle_days"": 54, ""pricing_profile"": ""preferential""}"
bafe829e-056d-6a41-bd19-6913c6919b78,private_banking,TIER_2,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""advisory"", ""review_cycle_days"": 68, ""pricing_profile"": ""preferential""}"
4190624b-9866-25d3-8905-36e94462ef24,mass_affluent,TIER_2,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 150, ""pricing_profile"": ""preferential""}"
4926c756-a8b6-563a-98be-8aaa73c705ec,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""aum_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 65, ""pricing_profile"": ""preferential""}"
70ce5397-cb50-8ec3-306e-5b0be01c4ae1,high_net_worth,TIER_2,MEDIUM,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""aum_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 109, ""pricing_profile"": ""preferential""}"
a1e44338-c902-40f8-ce1c-055504069aca,small_business_owner,TIER_4,VERY_HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""self_service"", ""review_cycle_days"": 78, ""pricing_profile"": ""standard""}"
3c017f29-d194-dd20-4282-8849121af091,high_net_worth,TIER_2,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""advisory"", ""review_cycle_days"": 62, ""pricing_profile"": ""preferential""}"
89c0df9b-c105-450f-73b2-c19a56cd69e9,mass_affluent,TIER_3,VERY_HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""cross_sell"", ""service_level"": ""assisted"", ""review_cycle_days"": 66, ""pricing_profile"": ""preferential""}"
c7784f95-f821-0742-a7b7-3870c1aa76bb,emerging_affluent,TIER_4,VERY_HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""self_service"", ""review_cycle_days"": 37, ""pricing_profile"": ""standard""}"
98ab6d80-ff79-fef5-e412-714bb2167326,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""cross_sell"", ""service_level"": ""assisted"", ""review_cycle_days"": 172, ""pricing_profile"": ""preferential""}"
0dc33324-a03d-50f4-e19f-4797fb9c3647,emerging_affluent,TIER_3,MEDIUM,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""cross_sell"", ""service_level"": ""assisted"", ""review_cycle_days"": 174, ""pricing_profile"": ""preferential""}"
17b3fc48-d7a3-a4ee-0413-9313c0665dd0,mass_affluent,TIER_3,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 57, ""pricing_profile"": ""preferential""}"
360f8136-bbe7-6222-5f51-8a9ba93e7828,emerging_affluent,TIER_4,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""self_service"", ""review_cycle_days"": 107, ""pricing_profile"": ""standard""}"
32aad2ec-ee18-5198-7a55-8b87e5682272,emerging_affluent,TIER_3,LOW,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""assisted"", ""review_cycle_days"": 53, ""pricing_profile"": ""preferential""}"
1ede4544-bcfb-80c9-da99-2489e91c7e9d,mass_affluent,TIER_3,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""cross_sell"", ""service_level"": ""assisted"", ""review_cycle_days"": 164, ""pricing_profile"": ""preferential""}"
41e7d0dc-5cb3-0a3a-db41-dd24a2348e1b,high_net_worth,TIER_2,LOW,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""aum_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 49, ""pricing_profile"": ""preferential""}"
1e3d5c71-7539-0da8-94d2-6115ab370605,mass_affluent,TIER_3,VERY_HIGH,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""aum_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 105, ""pricing_profile"": ""preferential""}"
92ce1a2f-d0bd-d489-cf89-37c3cac30de2,high_net_worth,TIER_1,LOW,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""concierge"", ""review_cycle_days"": 59, ""pricing_profile"": ""relationship_pricing""}"
a74a0754-8739-c7f9-5b6c-dc13af8475e0,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 146, ""pricing_profile"": ""preferential""}"
b6830be3-eb1e-7436-290b-23b0a156e2eb,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""cross_sell"", ""service_level"": ""assisted"", ""review_cycle_days"": 47, ""pricing_profile"": ""preferential""}"
774ba855-21c9-3abe-6ff6-cf97d329445b,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""assisted"", ""review_cycle_days"": 179, ""pricing_profile"": ""preferential""}"
d4e5a389-e19b-909f-0b97-6329c3eab3b6,mass_affluent,TIER_2,LOW,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 79, ""pricing_profile"": ""preferential""}"
ebcb60d9-230e-6cdf-d10c-db10b8ed1a58,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 157, ""pricing_profile"": ""preferential""}"
99fef9c0-984d-2be3-8d70-5fb0e1feb771,mass_affluent,TIER_4,HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""self_service"", ""review_cycle_days"": 110, ""pricing_profile"": ""standard""}"
5d7a5063-bedd-802c-c647-d6c763c75e33,mass_affluent,TIER_3,MEDIUM,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""cross_sell"", ""service_level"": ""assisted"", ""review_cycle_days"": 108, ""pricing_profile"": ""preferential""}"
0e3681dd-0205-7bb7-d28b-55caa0960dde,emerging_affluent,TIER_4,HIGH,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""self_service"", ""review_cycle_days"": 117, ""pricing_profile"": ""standard""}"
f66d439b-6576-3f13-5cd4-8b835d486d52,high_net_worth,TIER_2,LOW,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 176, ""pricing_profile"": ""preferential""}"
4114e7a5-c1d7-9e5c-752d-3135980ccb69,high_net_worth,TIER_1,LOW,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""concierge"", ""review_cycle_days"": 70, ""pricing_profile"": ""relationship_pricing""}"
b5c4d1a7-42a3-9e71-85ae-2014082d2e26,private_banking,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""cross_sell"", ""service_level"": ""assisted"", ""review_cycle_days"": 63, ""pricing_profile"": ""preferential""}"
6dc3c859-8ae3-5fbd-0156-5b1b01eb62fd,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""cross_sell"", ""service_level"": ""assisted"", ""review_cycle_days"": 66, ""pricing_profile"": ""preferential""}"
a49ee6dd-167c-85eb-2795-b40b0cfa120c,mass_affluent,TIER_3,VERY_HIGH,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""cross_sell"", ""service_level"": ""assisted"", ""review_cycle_days"": 68, ""pricing_profile"": ""preferential""}"
a804f7d3-2d40-816d-11cb-3bc3c3889f62,high_net_worth,TIER_1,LOW,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""concierge"", ""review_cycle_days"": 44, ""pricing_profile"": ""relationship_pricing""}"
4692bda3-d524-35ab-b5fe-9a5ea2599b43,emerging_affluent,TIER_4,VERY_HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""self_service"", ""review_cycle_days"": 74, ""pricing_profile"": ""standard""}"
f549db03-f6f1-3063-6425-9047f9ac5245,emerging_affluent,TIER_3,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 54, ""pricing_profile"": ""preferential""}"
0e65597c-d0df-9691-a962-338c8183bfbd,emerging_affluent,TIER_4,VERY_HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""aum_growth"", ""service_level"": ""self_service"", ""review_cycle_days"": 130, ""pricing_profile"": ""standard""}"
b67c26b8-076e-8d1e-c817-0ea4ea651c19,high_net_worth,TIER_2,VERY_HIGH,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""advisory"", ""review_cycle_days"": 56, ""pricing_profile"": ""preferential""}"
e1b6dc23-1df6-d40d-b211-2a699e458077,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 101, ""pricing_profile"": ""preferential""}"
849cbfe8-eb34-79c9-3873-50a8280bff70,private_banking,TIER_1,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""concierge"", ""review_cycle_days"": 99, ""pricing_profile"": ""relationship_pricing""}"
be62b34e-36ab-a760-9312-9f991d7c7214,emerging_affluent,TIER_4,HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""cross_sell"", ""service_level"": ""self_service"", ""review_cycle_days"": 35, ""pricing_profile"": ""standard""}"
ea7e00af-a3d1-f536-839f-d649911482f7,emerging_affluent,TIER_4,VERY_HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""self_service"", ""review_cycle_days"": 156, ""pricing_profile"": ""standard""}"
66951c63-c1ab-8413-6f5c-8bd0b23c05b4,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 95, ""pricing_profile"": ""preferential""}"
a7049846-ffa3-3f59-2cdd-388c127b870a,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 85, ""pricing_profile"": ""preferential""}"
c4277ed3-34ff-13a1-f252-b31033baaeac,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""assisted"", ""review_cycle_days"": 67, ""pricing_profile"": ""preferential""}"
b9d84cec-6be1-d006-e312-12f3c56ac6f7,small_business_owner,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 104, ""pricing_profile"": ""preferential""}"
782610d8-e489-4312-9244-967afa31381b,high_net_worth,TIER_1,LOW,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""concierge"", ""review_cycle_days"": 125, ""pricing_profile"": ""relationship_pricing""}"
d67ba211-5234-7ed7-ecb4-8a70bdcb403e,mass_affluent,TIER_2,MEDIUM,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""aum_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 78, ""pricing_profile"": ""preferential""}"
26d009fc-1702-d25f-4963-54b553969f19,mass_affluent,TIER_3,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 80, ""pricing_profile"": ""preferential""}"
2238645b-03ec-71f5-05fc-bd26368f1157,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""assisted"", ""review_cycle_days"": 165, ""pricing_profile"": ""preferential""}"
0531f6b2-994f-80e1-8f6c-f9f0baa139de,high_net_worth,TIER_2,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""advisory"", ""review_cycle_days"": 64, ""pricing_profile"": ""preferential""}"
230dd42c-0814-e5b6-0dce-fb02767b531e,high_net_worth,TIER_2,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 80, ""pricing_profile"": ""preferential""}"
89b43e89-57d5-1fb8-ce58-19b19598ca14,high_net_worth,TIER_2,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""cross_sell"", ""service_level"": ""advisory"", ""review_cycle_days"": 173, ""pricing_profile"": ""preferential""}"
ad4676b3-b55a-c85f-965c-ea061654d32a,mass_affluent,TIER_3,MEDIUM,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""cross_sell"", ""service_level"": ""assisted"", ""review_cycle_days"": 65, ""pricing_profile"": ""preferential""}"
d5e61733-2aa8-080f-b134-0ee82ced2892,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""cross_sell"", ""service_level"": ""assisted"", ""review_cycle_days"": 84, ""pricing_profile"": ""preferential""}"
12a56040-e9cb-ebac-38b5-27fe5df5dcfc,emerging_affluent,TIER_2,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 46, ""pricing_profile"": ""preferential""}"
c9f8648b-6f3c-bce9-41dc-989242895805,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 120, ""pricing_profile"": ""preferential""}"
295a6992-e1ec-17af-a89a-866ee23fc2ae,high_net_worth,TIER_2,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""advisory"", ""review_cycle_days"": 148, ""pricing_profile"": ""preferential""}"
08310b60-6f93-2715-1aaf-9a5795ce845c,emerging_affluent,TIER_3,VERY_HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""cross_sell"", ""service_level"": ""assisted"", ""review_cycle_days"": 90, ""pricing_profile"": ""preferential""}"
ad5d80fc-840d-37c9-696a-075edfac1a0e,small_business_owner,TIER_4,VERY_HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""self_service"", ""review_cycle_days"": 90, ""pricing_profile"": ""standard""}"
46f9a43d-8f7e-cb85-023e-5bc759ce5284,emerging_affluent,TIER_4,VERY_HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""cross_sell"", ""service_level"": ""self_service"", ""review_cycle_days"": 155, ""pricing_profile"": ""standard""}"
c294afda-bead-220f-92bf-e5c2e7ca53b2,high_net_worth,TIER_2,MEDIUM,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 43, ""pricing_profile"": ""preferential""}"
cd3364c5-4f20-61f9-f401-0bc5b3e6351f,high_net_worth,TIER_1,LOW,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""concierge"", ""review_cycle_days"": 133, ""pricing_profile"": ""relationship_pricing""}"
2a01f28b-97de-788c-f113-8332ef326328,emerging_affluent,TIER_2,LOW,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""cross_sell"", ""service_level"": ""advisory"", ""review_cycle_days"": 144, ""pricing_profile"": ""preferential""}"
4ebbd004-805a-d410-6c1b-e683638ce03a,mass_affluent,TIER_4,VERY_HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""aum_growth"", ""service_level"": ""self_service"", ""review_cycle_days"": 51, ""pricing_profile"": ""standard""}"
b805964c-9f92-b52f-7a8e-695207b69dac,emerging_affluent,TIER_4,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""self_service"", ""review_cycle_days"": 124, ""pricing_profile"": ""standard""}"
c58ab38c-09d9-c765-8bc3-c7089b779d3a,emerging_affluent,TIER_4,VERY_HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""self_service"", ""review_cycle_days"": 35, ""pricing_profile"": ""standard""}"
